company,location,title scraped for,Country,State,age,Position,upper_salary,lower_salary,payment_frequency,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
Citi,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,5.0,,undergraduate,Credit Portfolio Analyst,"['PowerPoint', 'COBOL', 'MS Office', 'Vi', 'SQL', 'Statistics', 'R', 'D', 'SAS', 'C']"
Netcracker Technology,"Pune, Maharashtra+2 locations",Data Analyst,India,Pune,,Senior Level,,,,25.0,,undergraduate,Senior Business Analyst,['R']
NTT DATA,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,5.0,,undergraduate,Database Administration Senior Analyst,"['Flexible', 'Clustering', 'ITIL', 'SSI', 'BA', 'SQL', 'api', 'Optimization', 'R', 'server', 'D', 'C', 'Excel']"
"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,Senior Level,,,,6.0,,postgraduate,Quant Analytics Senior Associate  CB Sales Science,"['client', 'R', 'D', 'C', 'NLP', 'Excel', 'Hadoop']"
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,2.0,,undergraduate,CIB Data Management Specialist IV Operations Analyst,"['Go', 'client', 'R', 'D', 'C', 'Excel']"
Crowe,"Noida, Uttar Pradesh",Data Analyst,India,Noida,,,,,,75.0,,,Business Intelligence Senior Developer,"['D', 'ETL', 'C', 'SQL']"
RELX,India,Data Analyst,India,India,,Senior Level,,,,12.0,,undergraduate,Senior Consulting / Principal Business Analyst,"['client', 'BA', 'ML', 'R', 'C', 'Excel']"
Abjayon,India,Data Analyst,India,India,,Senior Level,,,,,,,"Senior Power BI Developer/Designer , India","['asp', 'SQL', 'R', 'D', 'C', 'Excel']"
Citi,"Mumbai, Maharashtra+1 location",Data Analyst,India,Mumbai,,,,,,,,postgraduate,Risk Operations Analyst II   Global Consumer Banking,"['Vi', 'BA', 'R', 'D', 'C']"
Syneos Health Clinical,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,8.0,,undergraduate,Senior IT Data Analyst,"['MySQL', 'BA', 'Python', 'SQL', 'R', 'D', 'C', 'Excel', 'NoSQL', 'Hadoop', 'Java']"
Thryve Digital,"Chennai, Tamil Nadu",Data Analyst,India,Chennai,,,,,,5.0,,postgraduate,Consultant   Business Analyst,"['C', 'client']"
Equinix,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,7.0,,postgraduate,"Agile Practice Scrum Lead, Data & Analytics","['Vi', 'Tableau', 'AWS', 'Data Visualization', 'Project Management', 'R', 'D', 'C']"
Netcracker Technology,"Bengaluru, Karnataka+2 locations",Data Analyst,India,Bengaluru,,Senior Level,,,,25.0,,undergraduate,Lead Business Analyst,['R']
Standard Chartered,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,3.0,,postgraduate,"AVP, Business Intelligence and Analytics Lead","['C', 'R']"
Citi,"Pune, Maharashtra",Data Analyst,India,Pune,,Senior Level,,,,8.0,,undergraduate,Senior Data Analyst Ruby,"['C', 'R', 'client']"
Citi,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,12.0,,undergraduate,IT Business Senior Analyst,"['Vi', 'BA', 'R', 'D', 'C']"
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,200.0,,undergraduate,Market Risk Quantitative Research   Model Development,"['SDLC', 'object oriented design', 'Python', 'MPI', 'ML', 'R', 'D', 'C', 'C++', 'Excel', 'HTML']"
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,3.0,,,Asset Management India Client & Product   Quantitative Resea...,['R']
Vidyakul,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,1507477.0,576027.0,Yearly,,Full-time,,Data Analyst,['R']
Vish Gyana Technology Solutions Private Limited,"Remote in Chennai, Tamil Nadu",Data Analyst,India,Remote in Chennai,,,,,,,,,Data Analyst,['R']
Adroit Market Research,"Wakad, Pune, Maharashtra",Data Analyst,India,Wakad,,,45000.0,35000.0,Monthly,3.0,Full-time,,Research Analyst,['R']
Cendyn,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,3.0,,undergraduate,Senior Data Analyst,"['SQL', 'R', 'D', 'C', 'Revenue Management', 'Excel']"
Inviso,Remote,Data Analyst,India,Remote,,Senior Level,,,,5.0,,undergraduate,Cloud Solution Architect,"['Marketing', 'Go', 'client', 'Vi', 'ETL', 'SSI', 'DevOps', 'SQL', 'Machine Learning', 'R', 'D', 'SAS', 'C', 'Excel', 'creative thinking']"
AccuReco consulting,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,1100000.0,Yearly,5.0,Full-time,,Market Research Analyst,['D']
BhawancyberTek,"Chennai, Tamil Nadu",Data Analyst,India,Chennai,,,,350000.0,Yearly,,Full-time,postgraduate,Business Analyst,['R']
Hashtag Infosystem,"Surat, Gujarat",Data Analyst,India,Surat,,,25000.0,15000.0,Monthly,1.0,Full-time,undergraduate,Data Analyst,['R']
ASHAPURI GOLD ORNAMENT LIMITED,"Ahmedabad, Gujarat",Data Analyst,India,Ahmedabad,,,12000.0,10000.0,Monthly,1.0,,undergraduate,Data Analyst,['R']
MaSyCoDa Solution Pvt. Ltd.,"Nagpur, Maharashtra",Data Analyst,India,Nagpur,,,,,,3.0,,postgraduate,Supply Chain Analyst / Trainee,"['Demand Planning', 'Simula', 'R', 'Supply Chain', 'D', 'C', 'Excel', 'Java']"
Smart Edge Solutions,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,1300000.0,800000.0,Yearly,8.0,Full-time,postgraduate,Microsoft Business Intelligence,"['ETL', 'SSI', 'SQL', 'MS Access', 'R', 'D']"
Argus Media,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,,,,Analyst Research,"['C', 'api', 'R', 'client']"
Vereigen Media Pvt Ltd,"Pune, Maharashtra",Data Analyst,India,Pune,,,23000.0,11000.0,Monthly,,Full-time,,Research Analyst,"['Go', 'client', 'R', 'D', 'C']"
eClerx Services limited,"Chandigarh, Chandigarh",Data Analyst,India,Chandigarh,,,30000.0,20000.0,Monthly,1.0,Full-time,undergraduate,Quality Analyst,"['Go', 'client', 'Flexible', 'R', 'D', 'C', 'Excel']"
DynApt Solutions,"Remote in New Delhi, Delhi",Data Analyst,India,Remote in New Delhi,,,954.0,636.0,Hourly,7.0,Contract,,Power BI,['R']
Art Technology and Software India Pvt.Ltd,"Kochi, Kerala",Data Analyst,India,Kochi,,,45000.0,25000.0,Monthly,2.0,Full-time,postgraduate,Fraud Analyst,"['Go', 'Vi', 'D', 'C', 'Excel']"
GoToMarket,"Remote in New Delhi, Delhi",Data Analyst,India,Remote in New Delhi,,,,,,5.0,,postgraduate,Assistant Manager  Digital Marketing /Research Analyst,"['D', 'Marketing', 'R']"
New Haribhakti Business Services LLP,"Andheri, Mumbai, Maharashtra",Data Analyst,India,Andheri,,,,25000.0,Monthly,1.0,Full-time,,Semi Qualified CA   Financial Analyst,['R']
Frankmax Digital,"Nagercoil, Tamil Nadu",Data Analyst,India,Nagercoil,,,25000.0,6000.0,Monthly,1.0,Full-time,undergraduate,Business Analyst,"['D', 'C', 'R']"
INFONEO TECHNOLOGIES PVT. LTD.,"Noida, Uttar Pradesh",Data Analyst,India,Noida,,,,,,3.0,,undergraduate,Web Analyst,['R']
Pumex Infotech Pvt Ltd,"Kochi, Kerala",Data Analyst,India,Kochi,,,,,,4.0,,postgraduate,Business Analyst/Project Manager,['C']
Cvent,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,Senior Level,,,,5.0,,postgraduate,"Senior Analyst, Marketing Database Management","['C', 'R', 'client', 'asp']"
Extreme Event Solutions,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,6.0,,undergraduate,Senior MQA Analyst I,"['http', 'Go', 'client', 'SQL', 'R', 'MS Excel', 'D', 'C', 'Excel']"
Finplus Business Solutions,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,25000.0,10000.0,Monthly,3.0,Full-time,undergraduate,SEO Analyst,['R']
Extreme Event Solutions,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,,,,,,,,CAT Modelling Analyst II,"['http', 'client', 'SQL', 'R', 'D', 'C', 'Excel']"
Galaxy Weblinks,Remote,Data Analyst,India,Remote,,,,,,,Full-time,,Data Analyst,['R']
Barclays,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,,,,CCO   Data Analyst,"['client', 'Vi', 'R', 'D', 'C', 'Excel']"
EY,"Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,,,,Reporting / Data Analyst,"['Go', 'client', 'SQL', 'api', 'D', 'C', 'Excel']"
Futurism,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,3.0,,postgraduate,Data Analyst,"['Go', 'MS Office', 'api', 'C', 'Excel']"
Optum,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,,,,,3.0,,,Associate Data Analyst,['R']
Standard Chartered,"Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,160.0,,,Data Analyst,['D']
Deloitte,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,5.0,,undergraduate,Senior Analyst   Data Analytics,"['PowerPoint', 'Advanced Excel', 'R', 'Tableau', 'D', 'C', 'Excel']"
"Mojocare, Alpha Digital Health","Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,5.0,,,Product Analyst,['R']
"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,200.0,,,Data Analyst   Senior Associate,"['client', 'SQL', 'Python', 'ML', 'D', 'C']"
Dyson,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,Senior Level,,,,2.0,,undergraduate,"Junior Analyst   Accounting, Reporting and Control Coordinat...","['D', 'C', 'Go']"
JLL,"Gurgaon, Haryana+1 location",Data Analyst,India,Gurgaon,,,,,,5.0,,postgraduate,Data Analyst,['R']
Accenture,"Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,5.0,,,Analyst Data Visualization,"['client', 'Vi', 'Data Visualization', 'D', 'C']"
Honeywell,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,4.0,,postgraduate,Data Analyst,"['Go', 'Vi', 'SQL', 'Python', 'R', 'Tableau', 'D', 'C', 'Marketing']"
HyreFox Consultants,"Jaipur, Rajasthan+1 location",Data Analyst,India,Jaipur,,,600000.0,360000.0,Yearly,4.0,,,Data Analyst Full Time,['R']
Aon Corporation,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,4.0,,postgraduate,Research Analyst,"['PowerPoint', 'Go', 'client', 'api', 'R', 'D', 'C', 'Excel', 'Communication Skills']"
Deutsche Bank,"Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,2.0,,undergraduate,Reference Data Analyst,"['D', 'C', 'SQL', 'R']"
Aon Corporation,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,1.0,,postgraduate,IND Analyst I Data,"['Go', 'client', 'MS Excel', 'C', 'Excel']"
PSG,"Coimbatore, Tamil Nadu",Data Analyst,India,Coimbatore,,,,,,5.0,Full-time,,Data Analyst / TQM Coordinator,"['Data Analysis', 'R', 'Tableau', 'D', 'C', 'Excel']"
Procol Tech,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,,,undergraduate,Data Analyst / Data Scientist,"['Random Forest', 'SQL', 'Statistics', 'Regression', 'Neural Networks', 'R', 'D', 'SAS', 'C']"
GEP,"Remote in Airoli, Navi Mumbai, Maharashtra",Data Analyst,India,Remote in Airoli,,,,,,,,postgraduate,Web Research Analyst   Marketing,"['C', 'R', 'client']"
Mr. Cooper,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,,,,Reporting Analyst II,['R']
NatWest Group,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,,,,"Data & Analytics Analyst, AVP","['SQL', 'Python', 'AWS', 'Tableau', 'C']"
Citi,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,7.0,,undergraduate,Programmer Data Analyst Pune C11,"['Go', 'SQL', 'Python', 'api', 'Hive', 'R', 'D', 'C', 'Excel', 'Hadoop']"
EY,"Thiruvananthapuram, Kerala",Data Analyst,India,Thiruvananthapuram,,,,,,7.0,,undergraduate,Security Analyst,"['Go', 'Spotfire', 'api', 'R', 'C', 'Excel']"
Cargill,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,7.0,,postgraduate,Global Price Master Data Analyst,"['D', 'C', 'R']"
Aon Corporation,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,4.0,,postgraduate,IND Data Analyst,"['Go', 'client', 'Databases', 'SQL', 'R', 'D', 'C']"
"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,8.0,,undergraduate,CB Wholesale KYC Operations Client Data Analyst,"['PowerPoint', 'client', 'asp', 'ML', 'R', 'D', 'C', 'Excel']"
LSEG (London Stock Exchange Group),"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,Entry Level,,,,3.0,,postgraduate,"Financial Analyst, Cost Management",['R']
ZM Financial Systems,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,3.0,,,Cybersecurity Analyst   Data Analysis,"['D', 'C', 'Excel']"
Shell,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,7.0,,,Data Analyst   Operational Excellence,"['Leadership', 'Stakeholder Management', 'BA', 'Data Analysis', 'R', 'D', 'C', 'Excel']"
Accenture,"Bengaluru, Karnataka+2 locations",Data Analyst,India,Bengaluru,,,,,,5.0,,,Analyst Supply Chain Analytics,"['client', 'Vi', 'api', 'Optimization', 'Supply Chain', 'R', 'C', 'Inventory Management']"
Jacobs,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,5.0,,,Research Analyst,"['Go', 'client', 'Market Research', 'R', 'D', 'C', 'Excel']"
TaskUS,"Indore, Madhya Pradesh",Data Analyst,India,Indore,,,,,,5.0,,postgraduate,Business Insights Analyst,"['C', 'R']"
S&P Global,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,5.0,,hs,Senior Data Transformation Analyst I,"['D', 'C', 'Excel']"
Accenture,"Mumbai, Maharashtra+1 location",Data Analyst,India,Mumbai,,Senior Level,,,,8.0,,,Senior Analyst Data Science,"['client', 'Vi', 'Python', 'D', 'C']"
Novo Nordisk,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,8.0,,undergraduate,Associate Analyst   Graphic Design,"['PowerPoint', 'Go', 'asp', 'UX', 'D', 'C', 'Excel', 'UI']"
Silicon Labs,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,Senior Level,,,,8.0,,undergraduate,Senior Data Analyst,"['D', 'Data Visualization', 'Vi']"
CarDekho,"Jaipur, Rajasthan",Data Analyst,India,Jaipur,,,,,,2.0,,,Business Analyst Intern   KS,[]
PSG Institute of Technology and Applied Research,"Coimbatore, Tamil Nadu",Data Analyst,India,Coimbatore,,,,,,5.0,,,Data Analyst / TQM Coordinator,"['Data Analysis', 'R', 'Tableau', 'D', 'C', 'Excel']"
ServiceNow,"Temporarily Remote in Hyderabad, Telangana",Data Analyst,India,Temporarily Remote in Hyderabad,,Senior Level,,,,6.0,,undergraduate,Senior Data Informatics Analyst,"['Go', 'Flexible', 'Vi', 'BA', 'SQL', 'R', 'Tableau', 'D', 'Statistics', 'C']"
Gensler,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,3.0,,postgraduate,Data Analyst,"['client', 'Dash', 'SQL', 'Initiative', 'R', 'Strategies', 'Tableau', 'D', 'C']"
StockEdge,"Kolkata, West Bengal",Data Analyst,India,Kolkata,,,,,,2.0,,,Research Analyst,['C']
LSEG (London Stock Exchange Group),"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,3.0,,undergraduate,Data Analyst,['R']
Clearwater Analytics,"Noida, Uttar Pradesh",Data Analyst,India,Noida,,,,,,3.0,,postgraduate,Financial Data Analyst,"['SQL', 'R', 'D', 'C', 'Excel']"
EY,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,3.0,,postgraduate,Data and Reporting Senior Analyst,"['client', 'api', 'R', 'D', 'C']"
Lowe's,"Remote in Bengaluru, Karnataka",Data Analyst,India,Remote in Bengaluru,,,,,,1.0,,undergraduate,"Associate Analyst, Product Data Quality Merchandising Operat...",['R']
Citco,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,,,,,3.0,,undergraduate,Data Management Analyst   Banking,"['D', 'Excel', 'Go']"
Macquarie Group Limited,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,14.0,,,VP   Data Analyst,['R']
Genpact,"Noida, Uttar Pradesh",Data Analyst,India,Noida,,,,,,14.0,,undergraduate,Process Developer Data Analyst,"['D', 'C', 'Excel', 'R']"
Cardinal Health,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,Senior Level,,,,100.0,,,"Senior Data Analyst, Data Analytics","['Go', 'SQL', 'api', 'Tableau', 'D', 'C', 'Excel']"
"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,6.0,,postgraduate,Business Analyst,"['PowerPoint', 'SDLC', 'client', 'UX', 'R', 'D', 'C', 'Excel', 'Swift', 'Java']"
Morningstar,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,Senior Level,,,,,,undergraduate,Senior Data Research Analyst,"['PowerPoint', 'Go', 'client', 'MS Office', 'R', 'D', 'C', 'Excel']"
ZM Financial Systems,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,2.0,,postgraduate,Assoc Data Management Analyst,"['C', 'SQL', 'Excel', 'MS Access']"
McKinsey & Company,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,,,,Solution Delivery Analyst   Catalyst Zero,"['Tableau', 'Excel', 'Python', 'client']"
Deutsche Bank,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,,,postgraduate,Research Analyst,"['Go', 'client', 'MS Office', 'Flexible', 'C', 'Excel']"
Accenture,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,5.0,,,Analyst F and A Analytics,"['client', 'Vi', 'api', 'R', 'D', 'C']"
Datanetiix Solutions,Remote in India,Data Analyst,India,Remote in India,,,,,,5.0,,,Business Analyst,['R']
Netcracker Technology,"Gurgaon, Haryana+2 locations",Data Analyst,India,Gurgaon,,,,,,25.0,,undergraduate,Business Analyst   Data Migration,['R']
Springer Nature,"Pune, Maharashtra",Data Analyst,India,Pune,,Senior Level,,,,175.0,,,Senior Data Analyst,"['Google Analytics', 'Go', 'SQL', 'Python', 'D', 'Statistics', 'C', 'Excel']"
AddWeb Solution,"Ahmedabad, Gujarat",Data Analyst,India,Ahmedabad,,,850000.0,450000.0,Yearly,,,postgraduate,Business Analyst,"['C', 'Excel']"
Qualys,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,5.0,,postgraduate,Analyst   Marketing Operations,"['D', 'MS Excel', 'Excel', 'MS Access']"
MSCI Inc,"Hybrid remote in Mumbai, Maharashtra",Data Analyst,India,Hybrid remote in Mumbai,,,,,,2.0,,postgraduate,Client Data Analyst,['R']
Vodafone,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,2.0,,,Deputy Manager Assistant Lead ERP GCP Data Analyst Pune,['R']
skilora,Remote,Data Analyst,India,Remote,,,550000.0,300000.0,Yearly,3.0,,postgraduate,ANALYST,"['D', 'R']"
Thermo Fisher Scientific,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,2.0,,,Data Analyst,"['Flexible', 'SQL', 'Python', 'R', 'D', 'Excel', 'Java']"
Genpact,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,,,hs,DG   Business Analyst   Metallurgy Engineer,"['D', 'C', 'Go']"
Bank of America,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,,,undergraduate,Global Compliance and Operational Risk Full Time Analyst,"['D', 'C', 'R', 'client']"
Citi,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,,,undergraduate,Officer,"['client', 'Vi', 'api', 'R', 'D', 'C']"
Accenture,"Gurgaon, Haryana+2 locations",Data Analyst,India,Gurgaon,,Senior Level,,,,8.0,,,Senior Analyst Telecom Operations,"['C', 'client', 'Vi']"
"Kennametal, Inc.","Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,Senior Level,,,,80.0,,,Senior Analyst Manufacturing Data Analytics India,['R']
ASSPL - Karnataka,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,2.0,,undergraduate,"Data Analyst, Seller Growth and Retention",['R']
Genpact,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,2.0,,undergraduate,Business Analyst  Data Engineer,"['D', 'C', 'Excel']"
NatWest Group,"Chennai, Tamil Nadu",Data Analyst,India,Chennai,,,,,,2.0,,,Markets Data Management Analyst,"['Go', 'api', 'PowerPoint', 'C', 'Excel']"
Standard Chartered,"Chennai, Tamil Nadu",Data Analyst,India,Chennai,,,,,,2.0,,undergraduate,"Data Analyst, CCIB Group Operational Risk","['D', 'C', 'R']"
FA Fin Advisors Consulting,"Delhi, Delhi",Data Analyst,India,Delhi,,,,,,2.0,,postgraduate,Research Analyst,['R']
Bajaj Allianz General Insurance Company,India,Data Analyst,India,India,,,,,,2.0,,postgraduate,Cyber Risk Analyst,['R']
EY,"Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,5.0,,postgraduate,Business Management Analyst,['R']
Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,3.0,,,Data Analytics Engineer,['R']
Optum,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,,,,,2.0,,undergraduate,Reporting Analyst,"['MS Office', 'SQL', 'R', 'MS Excel', 'D', 'C', 'Excel']"
EY,"Bengaluru, Karnataka+1 location",Data Analyst,India,Bengaluru,,,,,,3.0,,postgraduate,Analyst   Assurance   National   Accounting,"['client', 'MS Office', 'Statistics', 'C', 'Excel']"
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,6.0,,undergraduate,CIB   Client Data Analyst,"['Web Analytics', 'PowerPoint', 'client', 'Vi', 'BA', 'ML', 'MS Excel', 'Tableau', 'D', 'C', 'Excel']"
Airtel India,"Gurgaon, Haryana",Data Analyst,India,Gurgaon,,,,,,6.0,,,Analyst   Service Management and Transitions   India,['R']
Standard Chartered,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,160.0,,undergraduate,"Specialist, Data Analysis","['C', 'R']"
EY,"Gurgaon Road, Delhi",Data Analyst,India,Gurgaon Road,,,,,,160.0,,undergraduate,Analyst   Business Consulting Risk   CHS   Risk,"['D', 'C', 'Go', 'client']"
Konecranes,"Pune, Maharashtra",Data Analyst,India,Pune,,,,,,80.0,,undergraduate,Trainee Data Visualization,"['http', 'Go', 'Vi', 'ETL', 'PowerBI', 'Data Visualization', 'R', 'D', 'C', 'Excel']"
EY,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,Senior Level,,,,5.0,,postgraduate,Lead Finance Analyst,"['client', 'Vi', 'api', 'SQL', 'MS Excel', 'Excel']"
UBS,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,5.0,,postgraduate,Business Analyst,"['client', 'BA', 'VBA', 'MS Excel', 'C', 'Excel']"
Silicon Labs,"Hyderabad, Telangana",Data Analyst,India,Hyderabad,,,,,,8.0,,postgraduate,Data Analytics Manager,['D']
"Owens Asia, Inc..","Thane, Maharashtra",Data Analyst,India,Thane,,,,,,3.0,Full-time,,Technical Business Analyst,"['http', 'SDLC', 'R', 'D', 'C', 'Excel', 'Communication Skills']"
Glidewell India,"Mumbai, Maharashtra",Data Analyst,India,Mumbai,,,,,,3.0,,undergraduate,Data Analyst II,['R']
ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Data Analyst,India,Bengaluru,,,,,,1.0,,undergraduate,"Risk Control Analyst, Suspicious Activity Monitoring","['C', 'ML', 'R', 'MS Office']"
Deloitte,"Remote in Bengaluru, Karnataka",Data Analyst,India,Remote in Bengaluru,,,,,,2.0,,postgraduate,CMG   MS&P   Senior Analyst,"['D', 'C', 'Leadership', 'R']"
